Z_tech_index,country,year,format,label,type,genre,style,id,barcode,master_id,master_url,uri,catno,title,thumb,cover_image,resource_url,community,format_quantity,formats,etag
31,France,1997,"[""Vinyl"", ""12\""""]","[""Omnisonus""]",release,"[""Electronic""]","[""House""]",1194117,[],248711,https://api.discogs.com/masters/248711,/Katshi-Viens-Me-Les-Remixes/release/1194117,74321 507571,Katshi - Viens Me / Les Remixes,,,https://api.discogs.com/releases/1194117,"{""want"": 18, ""have"": 20}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\""""]}]",TMF34QwSYEYAq71bv--0SPt2GPs
32,France,1997,"[""CD"", ""Single"", ""Promo""]","[""Omnisonus""]",release,"[""Electronic""]","[""House""]",14116552,[],248711,https://api.discogs.com/masters/248711,/Katshi-Viens-Me-Les-Remixes/release/14116552,74321 508782,Katshi - Viens Me (Les Remixes),,,https://api.discogs.com/releases/14116552,"{""want"": 8, ""have"": 0}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Single"", ""Promo""]}]",TMF34QwSYEYAq71bv--0SPt2GPs
33,Sweden,2001,"[""Vinyl"", ""12\""""]","[""Kass Recordings""]",release,"[""Electronic""]","[""House"", ""Deep House"", ""Garage House""]",13737,[],2695853,https://api.discogs.com/masters/2695853,/release/13737-David-Panda-Cheated,Kass 02,David Panda - Cheated,,,https://api.discogs.com/releases/13737,"{""want"": 27, ""have"": 50}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\""""]}]",z5XvK40dYPKxcZ4KXBMTPRndxVI
34,Sweden,2001,"[""Vinyl"", ""12\"""", ""Promo"", ""White Label""]","[""Kass Recordings""]",release,"[""Electronic""]","[""House"", ""Deep House"", ""Garage House""]",23771504,[],2695853,https://api.discogs.com/masters/2695853,/release/23771504-David-Panda-Cheated,Kass 02,David Panda - Cheated,,,https://api.discogs.com/releases/23771504,"{""want"": 7, ""have"": 3}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""text"": ""Stickered"", ""descriptions"": [""12\"""", ""Promo"", ""White Label""]}]",z5XvK40dYPKxcZ4KXBMTPRndxVI
35,Germany,2001,"[""Vinyl"", ""12\"""", ""45 RPM""]","[""Underworld Recordings""]",release,"[""Electronic""]","[""Tech House""]",1055430,[],0,,/release/1055430-Roger-Prinz-vs-DJ-Ren-D-Sandstreet-Groove,UW 9626-12,Roger Prinz vs. DJ Ren-D - Sandstreet Groove,,,https://api.discogs.com/releases/1055430,"{""want"": 33, ""have"": 63}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM""]}]",FZDvCiV6ejs8GC0tdb80qVSzYWI
36,Germany,2001,"[""CD"", ""Compilation""]","[""Quadrophon"", ""United Trance"", ""Da Music"", ""Zomba Distribution"", ""K-Tel""]",release,"[""Electronic""]","[""Progressive House"", ""Trance"", ""Hard Trance""]",798270,"[""40025 87938321"", ""LC 00873"", ""GEMA BIEM""]",0,,/release/798270-Various-United-Trance-Vol-02,879 383-2,Various - United Trance Vol. 02,,,https://api.discogs.com/releases/798270,"{""want"": 8, ""have"": 29}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",FZDvCiV6ejs8GC0tdb80qVSzYWI
37,France,1996,"[""Vinyl"", ""12\"""", ""33 ⅓ RPM""]","[""SSOH"", ""Formaldehyd Records""]",release,"[""Electronic""]","[""Techno"", ""Tech House""]",159166,"[""SSOH 96007 A1"", ""SSOH 96007 B1""]",173038,https://api.discogs.com/masters/173038,/Jan-Driver-Arp-Impressions-French-Remixes/release/159166,SSOH 96007,Jan Driver - Arp Impressions (French Remixes),,,https://api.discogs.com/releases/159166,"{""want"": 208, ""have"": 99}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""33 ⅓ RPM""]}]",yTxoNcGP3aEVQZRrYoyrkteyul8
38,France,1996,"[""Vinyl"", ""12\"""", ""33 ⅓ RPM"", ""Test Pressing""]","[""SSOH"", ""SNA""]",release,"[""Electronic""]","[""Techno"", ""Tech House""]",6121736,"[""SSOH 96007 A1  (SNA logo)"", ""SSOH 96007 B1  (SNA logo)""]",173038,https://api.discogs.com/masters/173038,/Jan-Driver-Arp-Impressions-French-Remixes/release/6121736,SSOH 96007,Jan Driver - Arp Impressions (French Remixes),,,https://api.discogs.com/releases/6121736,"{""want"": 74, ""have"": 5}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""33 ⅓ RPM"", ""Test Pressing""]}]",yTxoNcGP3aEVQZRrYoyrkteyul8
39,Germany,1996,"[""CD"", ""Compilation""]","[""ZYX Music"", ""Nature One"", ""ZYX Music"", ""Nature One"", ""ZYX Mastering""]",release,"[""Electronic""]","[""Trance"", ""Hard Trance"", ""Techno""]",133993,"[""0 90204 53382 4"", ""090204533824"", ""LC 6350"", ""BIEM GEMA"", ""ZYX 81084-2 CD1 ZYX MASTERING"", ""ZYX 81084-2 CD2 ZYX MASTERING""]",0,,/release/133993-Various-Nature-One-Vol-III-Open-Air-96,ZYX 81084-2,Various - Nature One Vol. III - Open Air 96,,,https://api.discogs.com/releases/133993,"{""want"": 50, ""have"": 93}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",yTxoNcGP3aEVQZRrYoyrkteyul8
40,France,1997,"[""CD"", ""Sampler"", ""Promo""]","[""North Records"", ""North Records"", ""BMG France"", ""BMG France"", ""Penso Positivo"", ""Nuit D'Été"", ""Alphabet City MV"", ""Warner/Chappell"", ""Formaldehyd Records"", ""Sounds For People Publishing, Inc."", ""Dancework S.r.l.""]",release,"[""Electronic""]","[""House"", ""Deep House"", ""Trance""]",4959994,[],0,,/Various-North-Sampler/release/4959994,74321521522,Various - North Sampler,,,https://api.discogs.com/releases/4959994,"{""want"": 13, ""have"": 5}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Sampler"", ""Promo""]}]",yTxoNcGP3aEVQZRrYoyrkteyul8
41,Portugal,1996,"[""CD"", ""Compilation"", ""Mixed""]","[""Kaos Records"", ""Vidisco"", ""Vidisco"", ""Vidisco"", ""Kaos Records"", ""Estúdios N. Ideias"", ""MPO Iberica""]",release,"[""Electronic""]","[""Techno"", ""Tribal House"", ""Tech House""]",183488,"[""5 602515 215082"", ""11802150 CD1 MPO-IBERICA 01"", ""IFPI 1309"", ""11802150 CD2 MPO-IBERICA 02"", ""IFPI 1309""]",3788888,https://api.discogs.com/masters/3788888,/release/183488-DJ-Chus-Kadoc-The-Night-Sessions,KCD9605,D.J. Chus* - Kadoc - The Night Sessions,,,https://api.discogs.com/releases/183488,"{""want"": 42, ""have"": 135}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Mixed""]}]",yTxoNcGP3aEVQZRrYoyrkteyul8
42,UK,1999,"[""Vinyl"", ""12\""""]","[""Kahuna Cuts""]",release,"[""Electronic""]","[""House"", ""Breaks""]",549624,"[""5027731276134""]",116004,https://api.discogs.com/masters/116004,/release/549624-Language-Lab-Re-Caffeinate,KCUTS013,Language Lab - Re-Caffeinate,,,https://api.discogs.com/releases/549624,"{""want"": 36, ""have"": 96}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\""""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
43,UK,1999,"[""Vinyl"", ""12\"""", ""Promo""]","[""Kahuna Cuts""]",release,"[""Electronic""]","[""Breaks""]",150334,[],116004,https://api.discogs.com/masters/116004,/Language-Lab-Re-Caffeinate/release/150334,KCUTS013P,Language Lab - Re-Caffeinate,,,https://api.discogs.com/releases/150334,"{""want"": 20, ""have"": 43}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""Promo""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
44,UK,1999,"[""CD"", ""Single""]","[""Kahuna Cuts"", ""Mako Records Ltd"", ""Mako Records Ltd""]",release,"[""Electronic""]","[""Breaks""]",52395,"[""S KCUTS 013 CD 01"", ""IFPI L502""]",116004,https://api.discogs.com/masters/116004,/Language-Lab-Re-Caffeinate/release/52395,KCUTS013CD,Language Lab - Re-Caffeinate,,,https://api.discogs.com/releases/52395,"{""want"": 16, ""have"": 17}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Single""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
45,UK,1999,"[""Vinyl"", ""12\"""", ""Promo"", ""White Label""]","[""Kahuna Cuts""]",release,"[""Electronic""]","[""Breaks""]",3003573,[],116004,https://api.discogs.com/masters/116004,/Language-Lab-Re-Caffeinate/release/3003573,KCUTS013P,Language Lab - Re-Caffeinate,,,https://api.discogs.com/releases/3003573,"{""want"": 12, ""have"": 7}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""Promo"", ""White Label""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
46,UK,1999,"[""Vinyl"", ""12\"""", ""White Label""]","[""Kahuna Cuts""]",release,"[""Electronic""]","[""House"", ""Breaks""]",3014523,[],116004,https://api.discogs.com/masters/116004,/Language-Lab-Re-Caffeinate/release/3014523,KCUTS0 13,Language Lab - Re-Caffeinate,,,https://api.discogs.com/releases/3014523,"{""want"": 11, ""have"": 7}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""White Label""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
47,UK,1999,"[""CD"", ""Compilation"", ""CD"", ""Mixed""]","[""Dust 2 Dust Records""]",release,"[""Electronic""]","[""Breakbeat"", ""Breaks"", ""Electro"", ""House""]",3430880,"[""5019482951422""]",0,,/release/3430880-Various-Electron-Funk,SPECCD 514,Various - Electron Funk,,,https://api.discogs.com/releases/3430880,"{""want"": 12, ""have"": 41}",2,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Mixed""]}]",-Hf_bwW688ZlNMQRg1rcJjmr69Q
48,US,1994,"[""Vinyl"", ""12\"""", ""Promo"", ""33 ⅓ RPM""]","[""Crescent Moon Records"", ""Epic Dance"", ""Sony Music Entertainment Inc."", ""Foreign Imported Productions & Publishing, Inc."", ""Capitol Mastering""]",release,"[""Electronic""]","[""House"", ""Latin""]",4225331,"[""XSS 6590A"", ""XSS 6590B"", ""XSS • 6590 • A • RE1   \""KEV\"""", ""XSS • 6590 • B • 1A   \""KEV\"""", ""MASTERED BY CAPITOL"", ""BMI""]",0,,/release/4225331-MSM-Miami-Sound-Machine-Jambala,AED 6590,MSM (Miami Sound Machine)* - Jambala,,,https://api.discogs.com/releases/4225331,"{""want"": 32, ""have"": 22}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""Promo"", ""33 ⅓ RPM""]}]",abC4pjdgS316WHG9FpGFWhWr7Wc
49,US,1994,"[""Vinyl"", ""12\"""", ""33 ⅓ RPM""]","[""Epic Dance"", ""Epic Soundtrax"", ""Crescent Moon Records""]",release,"[""Electronic""]","[""House"", ""Latin""]",223045,"[""0 9870-77707-1 5"", ""49 77707-S1"", ""MASTERED BY CAPITOL [Stamped] <M-M    XSS-77707-A    1A"", ""MASTERED BY CAPITOL [Stamped] <M-M    XSS-77707-B    1A""]",292570,https://api.discogs.com/masters/292570,/release/223045-MSM-Miami-Sound-Machine-Donna-Allen-Jambala-Love-Is-The-Thing,49 77707,MSM (Miami Sound Machine)* / Donna Allen - Jambala / Love Is The Thing,,,https://api.discogs.com/releases/223045,"{""want"": 30, ""have"": 164}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""33 ⅓ RPM""]}]",abC4pjdgS316WHG9FpGFWhWr7Wc
50,UK,2003,"[""Vinyl"", ""12\"""", ""45 RPM""]","[""Back Yard Recordings"", ""Soho Recording Studios"", ""Soho Recording Studios"", ""Soho Recording Studios"", ""Sony Music Studios, London"", ""Schwartz Music Limited""]",release,"[""Electronic""]","[""Electro"", ""Tech House""]",131537,[],0,,/Trik-Im-A-Dreamer/release/131537,BACK06DJX01,Trik - I'm A Dreamer,,,https://api.discogs.com/releases/131537,"{""want"": 20, ""have"": 92}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM""]}]",IHNCo2lZET5FP0lbsblKAnNnc_w
51,Russia,2004,"[""CD"", ""Mixed""]","[""Просвет Records"", ""United DJ's Club Sound Label"", ""ООО \""Просвет Рекордс\"""", ""ООО \""Просвет Рекордс\"""", ""KDK Records"", ""Markon""]",release,"[""Electronic""]","[""Progressive House""]",28463287,"[""C30789""]",0,,/release/28463287-Dj-Phunky-D-3-AM,C30789,Dj Phunky D - 3 AM,,,https://api.discogs.com/releases/28463287,"{""want"": 0, ""have"": 1}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Mixed""]}]",IHNCo2lZET5FP0lbsblKAnNnc_w
52,Germany,1992,"[""CD"", ""Maxi-Single""]","[""ZYX Music""]",release,"[""Electronic""]","[""Euro House""]",1655710,"[""090204 045440""]",165072,https://api.discogs.com/masters/165072,/release/1655710-Hugh-K-Georgia-On-My-Mind,ZYX 6871-8,Hugh K. - Georgia On My Mind,,,https://api.discogs.com/releases/1655710,"{""want"": 12, ""have"": 43}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Maxi-Single""]}]",8Vep_ly68T63L2t4caJ-6plS91I
53,Belgium,1992,"[""Vinyl"", ""12\"""", ""33 ⅓ RPM""]","[""Private Life Records"", ""Private Life Records"", ""Private Life Records"", ""Private Life Records Portugal"", ""Peers Music Ltd."", ""Private Life Records Portugal"", ""Private Life Studio"", ""Private Life Studio"", ""Private Life Records Benelux"", ""Private Life Records Portugal"", ""Private Life Records"", ""Distrisound""]",release,"[""Electronic""]","[""Hi NRG"", ""Euro House""]",1064999,"[""SABAM-BIEM"", ""92 PLR 15 - A - (12\"") 3.09.92."", ""92 PLR 15 - B - (12\"") 3.09.92.""]",165072,https://api.discogs.com/masters/165072,/release/1064999-Hugh-K-Georgia-On-My-Mind,92-PLR-15-12,Hugh K. - Georgia On My Mind,,,https://api.discogs.com/releases/1064999,"{""want"": 17, ""have"": 39}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""33 ⅓ RPM""]}]",8Vep_ly68T63L2t4caJ-6plS91I
54,Belgium,1992,"[""CD"", ""Maxi-Single""]","[""Private Life Records"", ""Private Life Records"", ""Private Life Records"", ""Private Life Records"", ""Private Life Records Belgium"", ""Private Life Records Portugal"", ""Private Life Studio"", ""Private Life Studio"", ""Dynamic Laserdisc"", ""Distrisound"", ""Private Life Records Portugal"", ""Peermusic Ltd."", ""Private Life Records Portugal""]",release,"[""Electronic""]","[""Hi NRG"", ""Euro House""]",1337784,"[""none"", ""SABAM-BIEM"", ""DYNAMIC LASERDISC PRIVATE 92-PLR-015 @""]",165072,https://api.discogs.com/masters/165072,/release/1337784-Hugh-K-Georgia-On-My-Mind,92-PLR-15-CD,Hugh K. - Georgia On My Mind,,,https://api.discogs.com/releases/1337784,"{""want"": 10, ""have"": 21}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Maxi-Single""]}]",8Vep_ly68T63L2t4caJ-6plS91I
55,Germany,1992,"[""Vinyl"", ""12\"""", ""45 RPM""]","[""ZYX Music""]",release,"[""Electronic""]","[""Hi NRG"", ""Euro House""]",1718927,[],165072,https://api.discogs.com/masters/165072,/release/1718927-Hugh-K-Georgia-On-My-Mind,ZYX 6871-12,Hugh K. - Georgia On My Mind,,,https://api.discogs.com/releases/1718927,"{""want"": 8, ""have"": 26}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""12\"""", ""45 RPM""]}]",8Vep_ly68T63L2t4caJ-6plS91I
56,Belgium,1992,"[""Vinyl"", ""7\""""]","[""Private Life Records""]",release,"[""Electronic""]","[""Hi NRG"", ""Euro House""]",2793702,"[""SABAM-BIEM""]",165072,https://api.discogs.com/masters/165072,/release/2793702-Hugh-K-Georgia-On-My-Mind,92-PLR-15-7,Hugh K. - Georgia On My Mind,,,https://api.discogs.com/releases/2793702,"{""want"": 4, ""have"": 29}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""7\""""]}]",8Vep_ly68T63L2t4caJ-6plS91I
57,Europe,2012,"[""CD"", ""Album"", ""Reissue"", ""Remastered"", ""Box Set"", ""Compilation""]","[""Sony Music"", ""Columbia"", ""Legacy"", ""Okeh"", ""RCA Victor"", ""Sony Music Entertainment"", ""Sony Music Entertainment"", ""Sony Music Entertainment"", ""Sony Music Studios, New York City"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC""]",release,"[""Jazz""]","[""Swing""]",6023663,"[""8 86979 45652 5"", ""886979456525"", ""LC00162"", ""BIEM/GEMA"", ""88697945652-1"", ""88697945652-2"", ""88697945652-3"", ""88697945652-4"", ""88697945652-5"", ""88697945652-6"", ""88697945652-7"", ""88697945652-8"", ""88697945652-9"", ""88697945652-10"", ""A0102000122-0101 13 A01 Sony DADC"", ""IFPI L533"", ""IFPI 94W6"", ""A0102000126-0101 25   A01 Sony DADC"", ""IFPI L555"", ""IFPI 94K2"", ""A0102000128-0101 25   A00 Sony DADC"", ""IFPI L555"", ""IFPI 94W3"", ""A0102000130-0130 22   A00 Sony DADC"", ""IFPI L532"", ""IFPI 94Z6"", ""A0102000131-0101 22   A00 Sony DADC"", ""IFPI L555"", ""IFPI 94Z5"", ""A0102000134-0101 15   A00 Sony DADC"", ""IFPI L555"", ""IFPI 94K1"", ""A0102000137-0101 12   A00 Sony DADC"", ""IFPI L552"", ""IFPI 94Y5"", ""A0102000141-0101 12   A00 Sony DADC"", ""IFPI L532"", ""IFPI 94K6"", ""A0102000145-0101 12   A00 Sony DADC"", ""IFPI L532"", ""IFPI 94W3"", ""A0102000147-0101 22   A00 Sony DADC"", ""IFPI L532"", ""IFPI 94K7""]",0,,/release/6023663-Louis-Armstrong-The-Okeh-Columbia-RCA-Victor-Recordings-1925-1933,88697945652,"Louis Armstrong - The Okeh, Columbia & RCA Victor Recordings - 1925-1933",,,https://api.discogs.com/releases/6023663,"{""want"": 48, ""have"": 83}",10,"[{""name"": ""CD"", ""qty"": ""10"", ""descriptions"": [""Album"", ""Reissue"", ""Remastered""]}, {""name"": ""Box Set"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",8Vep_ly68T63L2t4caJ-6plS91I
58,US,1993,"[""Vinyl"", ""LP"", ""Compilation"", ""Box Set""]","[""Longines Symphonette Society""]",release,"[""Pop"", ""Classical""]","[""Contemporary""]",2907700,"[""LW 238"", ""LW 239"", ""LW 240"", ""LW 241"", ""LW 242"", ""LW 243"", ""LW 244""]",1704378,https://api.discogs.com/masters/1704378,/release/2907700-Paul-Whiteman-This-Is-My-America,none,Paul Whiteman - This Is My America,,,https://api.discogs.com/releases/2907700,"{""want"": 5, ""have"": 56}",7,"[{""name"": ""Vinyl"", ""qty"": ""7"", ""descriptions"": [""LP"", ""Compilation""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",8Vep_ly68T63L2t4caJ-6plS91I
59,France,2010,"[""CD"", ""Compilation""]","[""Airplay Records"", ""PRS, Louviers""]",release,"[""Electronic""]","[""Euro House""]",3365321,"[""7 31451 75162 2"", ""731451751622"", ""PY 900"", ""AAD""]",435183,https://api.discogs.com/masters/435183,/release/3365321-Various-Reprise-Dance-Party,517 516-2,Various - Reprise Dance Party,,,https://api.discogs.com/releases/3365321,"{""want"": 11, ""have"": 31}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",8Vep_ly68T63L2t4caJ-6plS91I
60,UK & Europe,2012,"[""CD"", ""Stereo"", ""Mono"", ""Box Set"", ""Compilation"", ""Special Edition""]","[""Documents"", ""M.A.T. Music Theme Licensing Ltd."", ""M.A.T. Music Theme Licensing Ltd."", ""Membran Music Ltd."", ""Membran Music Ltd.""]",release,"[""Blues""]","[""Delta Blues"", ""Electric Blues"", ""Louisiana Blues"", ""Memphis Blues"", ""Rhythm & Blues"", ""Harmonica Blues"", ""Jump Blues"", ""Piano Blues"", ""Chicago Blues"", ""Rock & Roll"", ""Texas Blues""]",2724507,"[""4 011222 331687"", ""4011222331687"", ""MCPS"", ""LC 12281"", ""AAD"", ""ADD"", ""374"", ""233168 CD1"", ""233168 CD2"", ""233168 CD3"", ""233168 CD4"", ""233168 CD5"", ""233168 CD6"", ""233168 CD7"", ""233168 CD8"", ""233168 CD9"", ""233168 CD10"", ""233168 CD11"", ""233168 CD12"", ""233168 CD13"", ""233168 CD14"", ""233168 CD15"", ""233168 CD16"", ""233168 CD17"", ""233168 CD18"", ""233168 CD19"", ""233168 CD20"", ""233168 CD21"", ""233168 CD22"", ""233168 CD23"", ""233168 CD24"", ""233168 CD25"", ""233168 CD26"", ""233168 CD27"", ""233168 CD28"", ""233168 CD29"", ""233168 CD30"", ""233168 CD31"", ""233168 CD32"", ""233168 CD33"", ""233168 CD34"", ""233168 CD35"", ""233168 CD36"", ""233168 CD37"", ""233168 CD38"", ""233168 CD39"", ""233168 CD40"", ""233168 CD41"", ""233168 CD42"", ""233168 CD43"", ""233168 CD44"", ""233168 CD45"", ""233168 CD46"", ""233168 CD47"", ""233168 CD48"", ""233168 CD49"", ""233168 CD50"", ""233168 CD51"", ""233168 CD52""]",0,,/release/2724507-Various-ABC-Of-The-Blues-The-Ultimate-Collection-From-The-Delta-To-The-Big-Cities,233168,Various - ABC Of The Blues (The Ultimate Collection From The Delta To The Big Cities),,,https://api.discogs.com/releases/2724507,"{""want"": 139, ""have"": 613}",52,"[{""name"": ""CD"", ""qty"": ""52"", ""descriptions"": [""Stereo"", ""Mono""]}, {""name"": ""Box Set"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Special Edition""]}]",8Vep_ly68T63L2t4caJ-6plS91I
61,US,1999,"[""Vinyl"", ""LP"", ""Compilation"", ""Box Set""]","[""Longines Symphonette Society""]",release,"[""Pop"", ""Classical""]","[""Contemporary""]",13266902,"[""LW 238"", ""LW 239"", ""LW 240"", ""LW 241"", ""LW 242"", ""LW 243"", ""LW 244""]",1704378,https://api.discogs.com/masters/1704378,/release/13266902-Paul-Whiteman-This-Is-My-America,none,Paul Whiteman - This Is My America,,,https://api.discogs.com/releases/13266902,"{""want"": 1, ""have"": 13}",7,"[{""name"": ""Vinyl"", ""qty"": ""7"", ""descriptions"": [""LP"", ""Compilation""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",8Vep_ly68T63L2t4caJ-6plS91I
62,US,2001,"[""CD"", ""Compilation"", ""Box Set"", ""Limited Edition"", ""Numbered""]","[""Mosaic Records"", ""Mosaic Records, L.L.C."", ""Sony Music Entertainment"", ""Liederkranz Hall, New York"", ""WOR Studios"", ""Inkwell, Inc."", ""Sony Music Entertainment""]",release,"[""Jazz""]","[""Swing""]",9798199,[],0,,/release/9798199-Coleman-Hawkins-Classic-Coleman-Hawkins-Sessions-1922-1947,MD8-251,Coleman Hawkins - Classic Coleman Hawkins Sessions 1922-1947,,,https://api.discogs.com/releases/9798199,"{""want"": 105, ""have"": 157}",8,"[{""name"": ""CD"", ""qty"": ""8"", ""descriptions"": [""Compilation""]}, {""name"": ""Box Set"", ""qty"": ""1"", ""descriptions"": [""Limited Edition"", ""Numbered""]}]",8Vep_ly68T63L2t4caJ-6plS91I
63,US,2012,"[""CD"", ""Remastered"", ""Stereo"", ""Mono"", ""Box Set"", ""Compilation"", ""Limited Edition"", ""Numbered""]","[""Mosaic Records"", ""Universal Music Special Markets, Inc."", ""Mosaic Records, L.L.C."", ""Universal Music Special Markets, Inc."", ""Universal Recording Studio"", ""Radio Recorders"", ""Capitol Studios"", ""Fine Recording Studios"", ""Mister Kelly's"", ""Columbia Pictures Soundstage"", ""United Recorders"", ""Van Gelder Studio, Englewood Cliffs, New Jersey"", ""Sunset Sound Recorders"", ""RCA Studios, Hollywood"", ""Universal Music & Video Distribution, Inc.""]",release,"[""Jazz""]","[""Big Band""]",6432848,[],0,,/release/6432848-Anita-ODay-The-Complete-Anita-ODay-VerveClef-Sessions,MD9-188,Anita O'Day - The Complete Anita O'Day Verve/Clef Sessions,,,https://api.discogs.com/releases/6432848,"{""want"": 86, ""have"": 174}",9,"[{""name"": ""CD"", ""qty"": ""9"", ""descriptions"": [""Remastered"", ""Stereo"", ""Mono""]}, {""name"": ""Box Set"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Limited Edition"", ""Numbered""]}]",8Vep_ly68T63L2t4caJ-6plS91I
